"geneid"	"SRR2040653"	"SRR2040654"	"SRR2040655"	"SRR2040656"	"SRR2040657"	"SRR2040658"
"WBGene00199030"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003806"	"1034"	"793"	"722"	"1626"	"892"	"833"
"WBGene00022306"	"753"	"206"	"117"	"361"	"102"	"98"
"WBGene00198503"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00019368"	"267"	"147"	"161"	"6"	"3"	"15"
"WBGene00023094"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197920"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195475"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044719"	"41"	"6"	"23"	"0"	"0"	"0"
"WBGene00019369"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019367"	"30"	"19"	"41"	"66"	"37"	"47"
"WBGene00019370"	"114"	"64"	"74"	"175"	"83"	"89"
"WBGene00195474"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201161"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016427"	"200"	"58"	"37"	"145"	"72"	"41"
"WBGene00000681"	"5950"	"856"	"1201"	"13954"	"860"	"1248"
"WBGene00044073"	"196"	"19"	"10"	"95"	"49"	"70"
"WBGene00016425"	"338"	"335"	"347"	"699"	"1080"	"1876"
"WBGene00016424"	"17"	"27"	"94"	"43"	"334"	"375"
"WBGene00021520"	"10"	"6"	"10"	"48"	"53"	"48"
"WBGene00021519"	"58"	"0"	"2"	"31"	"2"	"9"
"WBGene00021518"	"116"	"96"	"229"	"361"	"647"	"864"
"WBGene00021517"	"11"	"1"	"3"	"18"	"9"	"13"
"WBGene00003794"	"447"	"244"	"144"	"364"	"229"	"224"
"WBGene00220152"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00220153"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021516"	"105"	"54"	"18"	"103"	"46"	"45"
"WBGene00000416"	"458"	"183"	"204"	"372"	"208"	"178"
"WBGene00021515"	"127"	"102"	"315"	"117"	"435"	"418"
"WBGene00021514"	"1578"	"1086"	"1813"	"1215"	"2800"	"1956"
"WBGene00001105"	"403"	"62"	"14"	"800"	"160"	"37"
"WBGene00003712"	"128"	"20"	"31"	"32"	"45"	"43"
"WBGene00021521"	"39"	"4"	"19"	"19"	"9"	"8"
"WBGene00003682"	"7"	"1"	"11"	"11"	"10"	"8"
"WBGene00003677"	"109"	"46"	"33"	"59"	"40"	"35"
"WBGene00045255"	"70"	"15"	"19"	"19"	"5"	"9"
"WBGene00202209"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199574"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00219752"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021525"	"1706"	"52"	"0"	"2610"	"105"	"4"
"WBGene00021513"	"330"	"0"	"0"	"85"	"2"	"0"
"WBGene00021522"	"951"	"557"	"449"	"1448"	"650"	"632"
"WBGene00003297"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00220154"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00004497"	"92768"	"174001"	"209562"	"143202"	"243982"	"277961"
"WBGene00021512"	"121"	"100"	"214"	"107"	"251"	"408"
"WBGene00220155"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021511"	"16"	"5"	"1"	"9"	"2"	"4"
"WBGene00021524"	"5"	"1"	"1"	"0"	"0"	"1"
"WBGene00200640"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197111"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044618"	"11"	"0"	"2"	"4"	"5"	"5"
"WBGene00019538"	"198"	"29"	"80"	"135"	"176"	"200"
"WBGene00003947"	"3558"	"4877"	"3846"	"5761"	"6111"	"4381"
"WBGene00019537"	"10422"	"8733"	"15320"	"19526"	"11740"	"13842"
"WBGene00019536"	"29"	"0"	"0"	"9"	"2"	"1"
"WBGene00019540"	"957"	"23957"	"64004"	"2230"	"21429"	"56922"
"WBGene00044293"	"24"	"11"	"9"	"10"	"16"	"5"
"WBGene00195004"	"34"	"22"	"13"	"116"	"26"	"17"
"WBGene00021507"	"721"	"510"	"305"	"573"	"405"	"289"
"WBGene00021508"	"240"	"165"	"381"	"251"	"619"	"554"
"WBGene00021506"	"153"	"90"	"144"	"123"	"128"	"136"
"WBGene00021509"	"157"	"60"	"36"	"70"	"41"	"46"
"WBGene00021505"	"54"	"3"	"1"	"16"	"3"	"1"
"WBGene00000682"	"3"	"4"	"16"	"2"	"8"	"8"
"WBGene00021504"	"3"	"5"	"0"	"4"	"16"	"2"
"WBGene00021510"	"131"	"26"	"16"	"46"	"10"	"14"
"WBGene00198094"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00021410"	"0"	"0"	"0"	"2"	"0"	"1"
"WBGene00004913"	"52"	"25"	"14"	"62"	"25"	"8"
"WBGene00000683"	"188"	"18"	"23"	"146"	"19"	"11"
"WBGene00195012"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00000553"	"147"	"18"	"38"	"92"	"66"	"72"
"WBGene00019462"	"45"	"10"	"13"	"25"	"7"	"8"
"WBGene00197160"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198204"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001173"	"1447"	"1084"	"706"	"1120"	"898"	"898"
"WBGene00201394"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001186"	"673"	"136"	"47"	"358"	"118"	"35"
"WBGene00198086"	"0"	"0"	"0"	"2"	"0"	"0"
"WBGene00195510"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196527"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001253"	"204"	"6"	"12"	"95"	"16"	"5"
"WBGene00018681"	"290"	"181"	"165"	"328"	"277"	"175"
"WBGene00018680"	"75"	"33"	"12"	"42"	"22"	"21"
"WBGene00018679"	"177"	"88"	"118"	"175"	"107"	"107"
"WBGene00138717"	"480"	"110"	"191"	"249"	"298"	"344"
"WBGene00018678"	"343"	"134"	"69"	"198"	"64"	"47"
"WBGene00006738"	"1159"	"1292"	"1029"	"2331"	"1839"	"1526"
"WBGene00021655"	"245"	"107"	"102"	"186"	"108"	"106"
"WBGene00044466"	"335"	"193"	"386"	"345"	"491"	"430"
"WBGene00022298"	"471"	"1038"	"860"	"1110"	"1162"	"1031"
"WBGene00022297"	"529"	"204"	"86"	"211"	"130"	"102"
"WBGene00022302"	"84"	"24"	"121"	"63"	"122"	"227"
"WBGene00022300"	"472"	"721"	"127"	"382"	"735"	"151"
"WBGene00220211"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022296"	"1055"	"1051"	"405"	"643"	"1406"	"324"
"WBGene00022301"	"296"	"108"	"102"	"215"	"135"	"116"
"WBGene00022303"	"3"	"6"	"1"	"0"	"1"	"1"
"WBGene00022295"	"4"	"1"	"0"	"4"	"0"	"1"
"WBGene00201141"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044467"	"63"	"36"	"54"	"28"	"27"	"35"
"WBGene00019874"	"4"	"3"	"0"	"4"	"3"	"1"
"WBGene00019873"	"27"	"10"	"20"	"50"	"20"	"17"
"WBGene00255572"	"0"	"0"	"4"	"0"	"1"	"0"
"WBGene00202224"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019875"	"114"	"114"	"98"	"152"	"186"	"96"
"WBGene00044649"	"2"	"3"	"1"	"3"	"0"	"0"
"WBGene00023241"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023240"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023242"	"0"	"0"	"1"	"0"	"0"	"0"
"WBGene00022940"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00219423"	"175"	"165"	"194"	"208"	"213"	"283"
"WBGene00000487"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00016027"	"113"	"152"	"80"	"137"	"69"	"60"
"WBGene00016025"	"32"	"1"	"3"	"5"	"0"	"2"
"WBGene00200043"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016024"	"50"	"15"	"24"	"71"	"25"	"25"
"WBGene00001729"	"3"	"1"	"2"	"1"	"2"	"0"
"WBGene00199050"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016023"	"50"	"23"	"44"	"26"	"50"	"53"
"WBGene00077523"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016918"	"1838"	"1052"	"1217"	"896"	"719"	"1239"
"WBGene00235274"	"24"	"3"	"0"	"3"	"0"	"0"
"WBGene00016920"	"132"	"54"	"67"	"122"	"42"	"60"
"WBGene00001557"	"13"	"5"	"3"	"8"	"3"	"5"
"WBGene00219665"	"2"	"12"	"6"	"9"	"8"	"4"
"WBGene00016919"	"39"	"7"	"5"	"20"	"3"	"11"
"WBGene00195956"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201637"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016917"	"18"	"18"	"8"	"44"	"19"	"18"
"WBGene00198825"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202203"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201391"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022134"	"1320"	"366"	"207"	"602"	"193"	"229"
"WBGene00220196"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044650"	"1270"	"350"	"147"	"418"	"95"	"127"
"WBGene00235277"	"23"	"8"	"1"	"4"	"8"	"4"
"WBGene00020208"	"499"	"188"	"103"	"424"	"234"	"144"
"WBGene00202285"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00019785"	"364"	"1008"	"996"	"759"	"1067"	"1579"
"WBGene00019784"	"0"	"9"	"4"	"4"	"16"	"5"
"WBGene00019783"	"48"	"33"	"45"	"56"	"58"	"36"
"WBGene00019786"	"251"	"63"	"46"	"110"	"35"	"38"
"WBGene00201529"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196218"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195460"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198288"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200246"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199490"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202308"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200102"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019787"	"188"	"76"	"46"	"108"	"90"	"51"
"WBGene00002990"	"336"	"89"	"79"	"199"	"97"	"68"
"WBGene00199100"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021416"	"70"	"8"	"10"	"82"	"8"	"9"
"WBGene00006920"	"979"	"622"	"571"	"404"	"414"	"423"
"WBGene00201693"	"0"	"0"	"1"	"0"	"0"	"0"
"WBGene00006912"	"103"	"815"	"130"	"149"	"1664"	"75"
"WBGene00219413"	"47"	"21"	"9"	"14"	"22"	"18"
"WBGene00198080"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200681"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165356"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021415"	"560"	"16"	"29"	"318"	"14"	"34"
"WBGene00021417"	"11"	"0"	"3"	"3"	"8"	"0"
"WBGene00021418"	"125"	"106"	"100"	"135"	"155"	"129"
"WBGene00021425"	"215"	"175"	"187"	"202"	"176"	"131"
"WBGene00021423"	"313"	"96"	"68"	"139"	"85"	"65"
"WBGene00021421"	"873"	"522"	"802"	"1121"	"823"	"987"
"WBGene00021427"	"3190"	"2300"	"5797"	"3056"	"2564"	"3524"
"WBGene00168399"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197069"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197860"	"1"	"1"	"0"	"0"	"0"	"0"
"WBGene00021420"	"2649"	"3248"	"15233"	"2509"	"15916"	"16490"
"WBGene00021419"	"135"	"54"	"37"	"91"	"86"	"24"
"WBGene00200383"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00199427"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021428"	"14"	"13"	"12"	"7"	"11"	"12"
"WBGene00219262"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021430"	"137"	"113"	"153"	"100"	"108"	"137"
"WBGene00202014"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200448"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023467"	"179"	"29"	"27"	"94"	"27"	"21"
"WBGene00197721"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016671"	"49"	"6"	"1"	"46"	"9"	"1"
"WBGene00199281"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00000402"	"6"	"8"	"2"	"8"	"4"	"4"
"WBGene00199996"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00235340"	"8"	"5"	"5"	"7"	"13"	"1"
"WBGene00200790"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201607"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016670"	"922"	"31"	"5"	"4"	"1"	"3"
"WBGene00016669"	"590"	"114"	"13"	"10"	"8"	"1"
"WBGene00016668"	"0"	"1"	"2"	"1"	"0"	"2"
"WBGene00001705"	"252"	"5"	"3"	"154"	"2"	"2"
"WBGene00195361"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197919"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044468"	"456"	"59"	"25"	"586"	"102"	"97"
"WBGene00235299"	"2"	"3"	"0"	"1"	"1"	"1"
"WBGene00022090"	"135"	"144"	"174"	"163"	"256"	"218"
"WBGene00022092"	"9673"	"13454"	"8681"	"15571"	"14507"	"11655"
"WBGene00197723"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022089"	"1882"	"2031"	"2643"	"1642"	"1815"	"1919"
"WBGene00022087"	"281"	"179"	"102"	"192"	"152"	"182"
"WBGene00022093"	"185"	"129"	"131"	"218"	"162"	"115"
"WBGene00198527"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022086"	"4"	"4"	"0"	"4"	"2"	"0"
"WBGene00175009"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022094"	"104"	"273"	"254"	"242"	"376"	"397"
"WBGene00022085"	"94"	"262"	"270"	"231"	"285"	"379"
"WBGene00235341"	"51"	"72"	"59"	"55"	"53"	"62"
"WBGene00235288"	"30"	"53"	"31"	"34"	"31"	"34"
"WBGene00235342"	"14"	"27"	"11"	"16"	"26"	"28"
"WBGene00022095"	"14"	"30"	"7"	"12"	"31"	"18"
"WBGene00165490"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022096"	"22"	"18"	"18"	"88"	"63"	"100"
"WBGene00022083"	"48"	"107"	"132"	"668"	"851"	"1253"
"WBGene00235343"	"40"	"139"	"102"	"129"	"193"	"241"
"WBGene00022097"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00022082"	"0"	"0"	"0"	"2"	"0"	"6"
"WBGene00022079"	"144"	"434"	"396"	"258"	"584"	"472"
"WBGene00235294"	"114"	"182"	"111"	"148"	"219"	"132"
"WBGene00022078"	"464"	"279"	"58"	"304"	"202"	"45"
"WBGene00022077"	"270"	"122"	"77"	"223"	"111"	"99"
"WBGene00022101"	"116"	"78"	"152"	"139"	"218"	"161"
"WBGene00022099"	"1119"	"923"	"1514"	"1686"	"2982"	"2298"
"WBGene00174384"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022076"	"150"	"273"	"49"	"23"	"27"	"13"
"WBGene00004878"	"57"	"19"	"16"	"12"	"3"	"6"
"WBGene00003595"	"57"	"3"	"0"	"33"	"4"	"0"
"WBGene00003161"	"814"	"377"	"104"	"447"	"282"	"263"
"WBGene00199492"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023188"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022075"	"1697"	"1029"	"1262"	"1482"	"1061"	"1011"
"WBGene00004367"	"736"	"174"	"351"	"327"	"383"	"434"
"WBGene00022100"	"111"	"28"	"20"	"46"	"11"	"18"
"WBGene00200267"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201022"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202041"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201684"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00194996"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023389"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023390"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195436"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195990"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022074"	"1331"	"1284"	"1444"	"1938"	"2351"	"2012"
"WBGene00022377"	"19"	"11"	"2"	"7"	"1"	"5"
"WBGene00022376"	"1014"	"751"	"559"	"1232"	"892"	"634"
"WBGene00235346"	"147"	"74"	"39"	"112"	"45"	"51"
"WBGene00235348"	"17"	"11"	"2"	"4"	"9"	"0"
"WBGene00044651"	"66"	"38"	"33"	"71"	"71"	"29"
"WBGene00022378"	"1077"	"721"	"799"	"1256"	"798"	"857"
"WBGene00196975"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006705"	"2"	"2"	"0"	"9"	"1"	"3"
"WBGene00022382"	"113"	"33"	"129"	"259"	"873"	"814"
"WBGene00050885"	"150"	"56"	"163"	"143"	"146"	"243"
"WBGene00022379"	"266"	"78"	"40"	"183"	"47"	"38"
"WBGene00220216"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022380"	"484"	"554"	"1312"	"745"	"900"	"1592"
"WBGene00022381"	"538"	"239"	"163"	"287"	"167"	"137"
"WBGene00022375"	"5"	"0"	"0"	"6"	"8"	"15"
"WBGene00198581"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023396"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022374"	"6"	"6"	"10"	"4"	"5"	"2"
"WBGene00044485"	"40"	"13"	"22"	"14"	"20"	"9"
"WBGene00043061"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00235350"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021876"	"233"	"189"	"100"	"361"	"808"	"126"
"WBGene00021877"	"386"	"114"	"42"	"262"	"59"	"41"
"WBGene00219424"	"2"	"2"	"0"	"0"	"0"	"0"
"WBGene00044486"	"3"	"0"	"0"	"0"	"0"	"2"
"WBGene00169683"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021868"	"1305"	"781"	"807"	"1227"	"769"	"901"
"WBGene00045397"	"802"	"139"	"27"	"210"	"55"	"60"
"WBGene00021875"	"114"	"42"	"40"	"70"	"45"	"38"
"WBGene00199591"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023178"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023182"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044487"	"2"	"0"	"2"	"0"	"4"	"7"
"WBGene00023179"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021894"	"131"	"63"	"56"	"128"	"69"	"58"
"WBGene00201830"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023180"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044488"	"121"	"42"	"61"	"10"	"7"	"6"
"WBGene00023181"	"0"	"2"	"1"	"0"	"1"	"2"
"WBGene00235268"	"741"	"2"	"1"	"178"	"2"	"3"
"WBGene00021878"	"205"	"442"	"492"	"403"	"581"	"510"
"WBGene00023484"	"7"	"31"	"56"	"51"	"58"	"54"
"WBGene00171446"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00043062"	"95"	"87"	"185"	"17"	"53"	"59"
"WBGene00044491"	"40"	"21"	"12"	"11"	"10"	"29"
"WBGene00044489"	"48"	"46"	"158"	"129"	"93"	"164"
"WBGene00044490"	"9"	"12"	"18"	"15"	"25"	"32"
"WBGene00021873"	"53"	"8"	"18"	"1"	"24"	"4"
"WBGene00043702"	"26"	"6"	"49"	"48"	"30"	"25"
"WBGene00220180"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021879"	"877"	"141"	"135"	"194"	"128"	"173"
"WBGene00021895"	"93"	"34"	"76"	"25"	"26"	"32"
"WBGene00021880"	"37"	"32"	"37"	"19"	"25"	"45"
"WBGene00172494"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044495"	"0"	"0"	"0"	"1"	"1"	"0"
"WBGene00021872"	"2135"	"3058"	"2711"	"323"	"361"	"248"
"WBGene00044492"	"106"	"146"	"144"	"149"	"203"	"205"
"WBGene00021881"	"31"	"13"	"26"	"25"	"17"	"9"
"WBGene00021882"	"462"	"224"	"124"	"189"	"183"	"153"
"WBGene00021871"	"358"	"697"	"712"	"604"	"721"	"808"
"WBGene00195623"	"0"	"1"	"0"	"2"	"0"	"0"
"WBGene00235102"	"6462"	"7335"	"5542"	"12600"	"9117"	"7872"
"WBGene00021883"	"2214"	"2854"	"2978"	"4801"	"4964"	"5073"
"WBGene00021884"	"103"	"55"	"29"	"38"	"41"	"36"
"WBGene00021885"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00021898"	"2160"	"2661"	"969"	"2802"	"2036"	"1581"
"WBGene00021886"	"27"	"23"	"3"	"15"	"13"	"5"
"WBGene00044493"	"199"	"72"	"26"	"51"	"43"	"28"
"WBGene00021887"	"528"	"430"	"379"	"804"	"486"	"479"
"WBGene00006708"	"731"	"651"	"752"	"400"	"4549"	"671"
"WBGene00021888"	"1693"	"1345"	"1635"	"2440"	"1599"	"1756"
"WBGene00021870"	"399"	"99"	"76"	"181"	"91"	"91"
"WBGene00021889"	"7"	"12"	"6"	"5"	"11"	"7"
"WBGene00021897"	"5"	"0"	"1"	"4"	"13"	"0"
"WBGene00002243"	"61"	"5"	"5"	"53"	"7"	"5"
"WBGene00189961"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195988"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202412"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196817"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021890"	"1912"	"509"	"353"	"1681"	"505"	"361"
"WBGene00197842"	"0"	"0"	"0"	"3"	"0"	"0"
"WBGene00199274"	"0"	"1"	"0"	"1"	"0"	"0"
"WBGene00200008"	"0"	"2"	"0"	"0"	"0"	"0"
"WBGene00200823"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201650"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00219425"	"31"	"35"	"40"	"36"	"65"	"31"
"WBGene00197276"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198012"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021892"	"9"	"5"	"6"	"22"	"16"	"11"
"WBGene00021869"	"737"	"428"	"412"	"489"	"367"	"307"
"WBGene00200607"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003008"	"44"	"6"	"4"	"14"	"2"	"6"
"WBGene00021893"	"48"	"22"	"15"	"23"	"8"	"5"
"WBGene00022069"	"1199"	"734"	"566"	"1030"	"869"	"602"
"WBGene00235353"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022067"	"567"	"316"	"141"	"403"	"210"	"130"
"WBGene00022070"	"12"	"6"	"3"	"15"	"15"	"13"
"WBGene00022071"	"58"	"292"	"72"	"89"	"237"	"64"
"WBGene00022072"	"441"	"2309"	"9390"	"357"	"6020"	"12802"
"WBGene00235279"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022066"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00022073"	"137"	"5"	"3"	"19"	"6"	"2"
"WBGene00201412"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201376"	"0"	"0"	"0"	"1"	"1"	"0"
"WBGene00202403"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00201574"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195576"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00197397"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00198247"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00003153"	"1911"	"1756"	"1499"	"2349"	"1932"	"2087"
"WBGene00023187"	"10"	"4"	"2"	"7"	"6"	"1"
"WBGene00197431"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00197636"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00020729"	"4"	"4"	"3"	"2"	"9"	"3"
"WBGene00020730"	"85"	"26"	"19"	"32"	"17"	"24"
"WBGene00174542"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020728"	"2"	"1"	"0"	"0"	"0"	"0"
"WBGene00199115"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201211"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200723"	"0"	"0"	"1"	"0"	"0"	"0"
"WBGene00022061"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00022063"	"45"	"16"	"12"	"29"	"23"	"4"
"WBGene00022062"	"4"	"11"	"16"	"27"	"28"	"16"
"WBGene00219764"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023186"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022064"	"31"	"14"	"22"	"20"	"18"	"12"
"WBGene00004240"	"0"	"0"	"1"	"0"	"0"	"0"
"WBGene00019766"	"67"	"163"	"96"	"111"	"395"	"72"
"WBGene00235356"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022059"	"1036"	"515"	"903"	"1375"	"917"	"897"
"WBGene00201731"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196015"	"0"	"0"	"0"	"1"	"1"	"0"
"WBGene00003286"	"0"	"0"	"0"	"0"	"4"	"0"
"WBGene00197023"	"1"	"1"	"1"	"3"	"2"	"2"
"WBGene00022060"	"61"	"56"	"91"	"90"	"58"	"68"
"WBGene00197555"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003363"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00020831"	"584"	"404"	"515"	"507"	"537"	"395"
"WBGene00020832"	"7"	"4"	"0"	"0"	"2"	"2"
"WBGene00044469"	"0"	"2"	"0"	"0"	"2"	"0"
"WBGene00020833"	"140"	"7"	"2"	"60"	"7"	"3"
"WBGene00198565"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201407"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001548"	"12"	"8"	"10"	"16"	"6"	"6"
"WBGene00196782"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021089"	"7"	"5"	"0"	"3"	"8"	"3"
"WBGene00021088"	"2703"	"1973"	"1205"	"1801"	"2022"	"1274"
"WBGene00021087"	"198"	"3"	"3"	"206"	"7"	"0"
"WBGene00021086"	"100"	"0"	"2"	"50"	"5"	"2"
"WBGene00021085"	"83"	"0"	"3"	"71"	"2"	"4"
"WBGene00021084"	"119"	"4"	"16"	"153"	"14"	"28"
"WBGene00021083"	"25"	"0"	"1"	"41"	"2"	"5"
"WBGene00021090"	"0"	"0"	"0"	"0"	"0"	"5"
"WBGene00021082"	"720"	"682"	"863"	"3169"	"1460"	"1619"
"WBGene00018325"	"10"	"26"	"42"	"49"	"47"	"40"
"WBGene00018326"	"43"	"2"	"7"	"57"	"2"	"5"
"WBGene00018327"	"63"	"30"	"10"	"45"	"22"	"22"
"WBGene00196320"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018328"	"275"	"86"	"69"	"188"	"64"	"72"
